id,url,title,lead_paragraph,category,publish_datetime,source,thumbnail_url,label,province_fixed,province_names,is_noise,noise_reasons
article_2115,https://www.saostar.vn/sao-hoc-duong/bi-giao-vien-che-khong-day-noi-co-gai-ngheo-vay-3-3-ty-di-du-hoc-202506211628025658.html,"Bị giáo viên chê không dạy nổi', cô gái nghèo vay 3,3 tỷ đi du học và cái kết",Nguyên nhân đằng sau sự thành công của cô gái này không thể bỏ qua phương pháp giáo dục của cha mẹ.,Giáo dục & Học đường,2025-06-21T17:29:24.496+07:00,SaoStar,data/images/article_2115_image.png,clickbait,False,,False,
article_1009,https://www.24h.com.vn/kinh-doanh/gia-vang-hom-nay-23-6-giam-manh-ngay-dau-phien-c161a1674980.html,Giá vàng hôm nay 23-6: Giảm mạnh ngay đầu phiên,Giá vàng hôm nay giảm mạnh khi vừa mở cửa giao dịch trên thị trường quốc tế.,Kinh doanh & Kinh tế,2025-06-23T10:26:00+07:00,24h,data/images/article_1009_image.png,non-clickbait,False,,False,
article_1351,https://baomoi.com/soc-trang-tao-dot-pha-tu-cac-du-an-chien-luoc-c52572724.epi,Sóc Trăng tạo đột phá từ các dự án chiến lược,"Tỉnh Sóc Trăng tập trung thu hút đầu tư vào các dự án quan trọng, mang tính chiến lược, như hạ tầng giao thông, cảng biển, các khu - cụm công nghiệp, các dự án công nghiệp phụ trợ, du lịch…, nhằm tạo động lực phát triển đột phá.",Kinh doanh & Kinh tế,2025-06-23T07:39:00.000Z,Báo Mới,data/images/article_1351_image.png,non-clickbait,False,,False,
article_1053,https://baomoi.com/ket-noi-van-hoa-viet-nam-malaysia-tai-expo-2025-c52572665.epi,Kết nối văn hóa Việt Nam-Malaysia tại EXPO 2025,"Ngày 21/6, tại Triển lãm Thế giới EXPO 2025 Osaka, Kansai (Nhật Bản), chương trình giao lưu văn hóa nghệ thuật giữa Nhà triển lãm Việt Nam và Nhà triển lãm Malaysia đã diễn ra sôi nổi, mang đến những trải nghiệm đặc sắc cho công chúng quốc tế.",Other,2025-06-23T07:32:00.000Z,Báo Mới,data/images/article_1053_image.png,non-clickbait,False,,False,
article_2826,https://thanhnien.vn/giai-cau-long-my-mo-rong-tay-vot-nguyen-thuy-linh-cham-tran-tai-nang-16-tuoi-185250623103458983.htm,Giải cầu lông Mỹ mở rộng: Tay vợt Nguyễn Thùy Linh chạm trán tài năng 16 tuổi,Tay vợt số 1 cầu lông Việt Nam Nguyễn Thùy Linh được kỳ vọng tỏa sáng ở giải cầu lông Mỹ mở rộng 2025 khởi tranh ngày mai nhưng cũng gặp thách thức từ các tài năng trẻ.,Other,2025-06-23T10:38:00+07:00,Thanh Niên,data/images/article_2826_image.png,non-clickbait,False,,False,
article_1776,https://thanhnien.vn/da-co-diem-chuan-lop-10-chuyen-tich-hop-ban-doc-xem-tai-day-185250621120635723.htm,"Đã có điểm chuẩn lớp 10 chuyên, tích hợp, bạn đọc xem tại đây","Sở GD-ĐT TP.HCM vừa công bố điểm chuẩn lớp 10 chuyên, tích hợp năm học 2025-2026. Học sinh trúng tuyển sử dụng tài khoản của mình truy cập vào trang ts10.hcm.edu.vn để xác nhận nhập học trực tuyến từ ngày 23.6 đến trước 16 giờ ngày 25.6.",Giáo dục & Học đường,2025-06-23T10:41:00+07:00,Thanh Niên,data/images/article_1776_image.png,non-clickbait,False,,False,
article_3228,https://www.24h.com.vn/giai-tri/doi-hinh-co-ed-cua-teddy-tai-phiet-doi-thu-4-mot-thanh-vien-bi-yeu-cau-loai-c731a1671728.html,"Đội hình co-ed của Teddy: Tài phiệt đời thứ 4, một thành viên bị yêu cầu loại",THE BLACK LABEL - công ty của Teddy vừa xác nhận đội hình của nhóm co-ed (nhóm nhạc thần tượng có cả thành viên nam và nữ) - ALLDAY PROJECT. Một thành viên nam từng xuất hiện trong MV của NewJeans và hiện tại đang là cái tên bị một bộ phận fan K-Pop quốc tế kêu gọi công ty “đuổi cổ“.,Giải trí & Showbiz,2025-06-15T06:23:00+07:00,24h,data/images/article_3228_image.png,clickbait,False,,False,
article_1792,https://thanhnien.vn/co-hoi-so-huu-bang-cu-nhan-anh-quoc-tai-truong-dai-hoc-kinh-te-luat-185250622183136877.htm,Cơ hội sở hữu bằng cử nhân Anh quốc tại Trường Đại học Kinh tế - Luật,"Chương trình Cử nhân Anh quốc là kết quả hợp tác giữa Trường Đại học Kinh tế - Luật (UEL), Đại học Quốc gia TP.HCM và các trường đại học hàng đầu tại Vương quốc Anh. Đây là cơ hội để sinh viên tiếp cận nền giáo dục chuẩn quốc tế, phát triển kỹ năng toàn cầu và nhận bằng cử nhân danh giá do các trường đại học uy tín tại Anh cấp.",Giáo dục & Học đường,2025-06-23T09:00:00+07:00,Thanh Niên,data/images/article_1792_image.png,non-clickbait,False,,False,
article_0392,https://vietnamnet.vn/canh-sat-da-nang-no-gan-10-phat-sung-chi-thien-tran-ap-nhom-doi-tuong-manh-dong-2414100.html,Cảnh sát Đà Nẵng nổ gần 10 phát súng chỉ thiên trấn áp nhóm đối tượng manh động,"Lực lượng Cảnh sát 113 Đà Nẵng đã buộc phải nổ súng chỉ thiên khi truy đuổi nhóm thanh thiếu niên cầm hung khí, tháo biển số xe, ném chai bia vào lực lượng làm nhiệm vụ.",Tin tức tổng hợp,2025-06-23T11:39:00+07:00,VietNamNet,data/images/article_0392_image.png,non-clickbait,False,,False,
article_0546,https://baomoi.com/tin-the-gioi-ngay-23-6-my-ra-tay-iran-con-lua-chon-nao-tren-ban-co-chien-luoc-c52571464.epi,"Tin thế giới ngày 23-6: Mỹ ra tay, Iran còn lựa chọn nào trên bàn cờ chiến lược?","Tin thế giới ngày 23-6 gồm những nội dung sau: Mỹ công bố chiến dịch 'Búa Đêm' tấn công cơ sở hạt nhân Iran; Ukraine gây thiệt hại 10 tỷ USD cho Nga, Matxcơva đẩy mạnh tấn công ở Donetsk; Mỹ ra tay, Iran còn lựa chọn nào trên bàn cờ chiến lược?…",Quốc tế,2025-06-23T05:00:00.000Z,Báo Mới,data/images/article_0546_image.png,clickbait,False,,False,
article_2924,https://www.saostar.vn/du-lich-kham-pha/tour-nhat-ban-toi-uu-trai-nghiem-du-lich-chat-luong-cung-j-travel-202505271506443207.html,Tour Nhật Bản Tối Ưu: Trải Nghiệm Du Lịch chất lượng Cùng J Travel,"Giữa nhịp sống hiện đại đầy bộn bề, du lịch không chỉ là khoảng lặng để nghỉ ngơi mà còn là hành trình thức tỉnh cảm xúc và kết nối sâu sắc với thế giới",Du lịch & Ẩm thực,2025-05-27T15:13:21.440+07:00,SaoStar,data/images/article_2924_image.png,non-clickbait,False,,False,
article_1761,https://tuoitre.vn/phu-quoc-co-gi-ma-khach-trung-quoc-nhon-nhip-den-choi-20250622144510007.htm,Phú Quốc có gì mà khách Trung Quốc nhộn nhịp đến chơi?,"Khách Trung Quốc đã và đang trở lại Phú Quốc nhiều và tạo cú hích mạnh mẽ, để hòn đảo xinh đẹp này phát triển du lịch. Địa phương sẽ làm gì để giữ chân khách nước này đến chơi nhiều hơn?",Du lịch & Ẩm thực,2025-06-22T15:45:03+07:00,Tuổi Trẻ,data/images/article_1761_image.png,clickbait,False,,False,
article_3203,https://www.24h.com.vn/giai-tri/mau-thuan-hon-nhan-chong-gia-vo-tre-cua-nha-dao-dien-74-tuoi-truong-ky-trung-c731a1670124.html,"Mâu thuẫn hôn nhân 'chồng già, vợ trẻ' của nhà đạo diễn 74 tuổi Trương Kỷ Trung","Trung Quốc - Dù luôn khoe hình ảnh hạnh phúc trên mạng xã hội, đạo diễn Trương Kỷ Trung và vợ trẻ không tránh khỏi xung khắc do chênh lệch tuổi.",Giải trí & Showbiz,2025-06-18T13:32:00+07:00,24h,data/images/article_3203_image.png,clickbait,False,,False,
article_2702,https://www.24h.com.vn/thoi-trang/ai-nu-dai-gia-minh-nhua-xach-tui-tien-ty-mung-sinh-nhat-c78a1673454.html,Ái nữ đại gia Minh 'Nhựa' xách túi tiền tỷ mừng sinh nhật,Joyce Phạm - tiểu thư đầu lòng nhà doanh nhân Minh 'Nhựa' - đeo túi Hermes Birkin Sellier gần 40.000 USD khi đi ăn tối nhân dịp đón tuổi mới.,Other,2025-06-17T14:45:02+07:00,24h,data/images/article_2702_image.png,non-clickbait,False,,False,
article_0065,https://tuoitre.vn/nha-bao-chien-truong-ngoi-but-giua-dan-bom-ky-5-neu-toi-hy-sinh-xin-gui-cuon-phim-ve-toa-soan-20250623104533487.htm,Nhà báo chiến trường - ngòi bút giữa đạn bom - Kỳ 5: 'Nếu tôi hy sinh xin gửi cuốn phim về tòa soạn',"Đời phóng viên chiến trường khi từ điểm nóng đạn bom tìm mọi cách đưa các cuộn phim về tòa soạn ở Hà Nội, nhà báo Đoàn Công Tính đã ghi chú như lời trăng trối 'Nếu tôi hy sinh, xin gửi những cuốn phim này về tòa soạn báo Quân Đội Nhân Dân'.",Other,2025-06-23T11:40:00+07:00,Tuổi Trẻ,data/images/article_0065_image.png,non-clickbait,False,,False,
article_0522,https://baomoi.com/iran-dong-cua-eo-bien-hormuz-hon-1-5-luong-dau-the-gioi-co-the-bi-dong-bang-gia-dau-se-vuot-100-usd-thung-c52571902.epi,"Iran đóng cửa eo biển Hormuz: Hơn 1/5 lượng dầu thế giới có thể bị đóng băng, giá dầu sẽ vượt 100 USD/thùng",Quốc hội Iran vừa thông qua nghị quyết cho phép đóng cửa eo biển Hormuz - tuyến hàng hải huyết mạch với hơn 1/5 lượng dầu mỏ thế giới được vận chuyển qua mỗi ngày. Động thái này làm dấy lên những lo ngại sâu sắc về sự ổn định của thị trường năng lượng toàn cầu và các tuyến đường vận chuyển quốc tế…,Quốc tế,2025-06-23T05:37:00.000Z,Báo Mới,data/images/article_0522_image.png,non-clickbait,False,,False,
article_0768,https://baomoi.com/dam-bao-cac-dieu-kien-tot-nhat-de-san-sang-dua-bo-may-cap-tinh-cap-xa-moi-di-vao-van-hanh-tu-ngay-1-7-c52572492.epi,"Đảm bảo các điều kiện tốt nhất để sẵn sàng đưa bộ máy cấp tỉnh, cấp xã mới đi vào vận hành từ ngày 1-7","Sáng 23-6, Phó bí thư Tỉnh ủy, Chủ tịch HĐND tỉnh Thái Bảo và Phó bí thư Tỉnh ủy, Chủ tịch UBND tỉnh Võ Tấn Đức đã chủ trì Hội nghị sơ kết vận hành thử nghiệm hoạt động của các cơ quan Đảng, Nhà nước, MTTQ, các đoàn thể cấp xã và công bố các kết luận của Ban Thường vụ Tỉnh ủy (TVTU) về phê duyệt đề án và phương án nhân sự xã, phường sau khi sáp nhập.",Tin tức tổng hợp,2025-06-23T07:08:00.000Z,Báo Mới,data/images/article_0768_image.png,non-clickbait,False,,False,
article_3311,https://vnexpress.net/5-tour-chau-au-khach-viet-khong-nen-bo-lo-dip-he-4903541.html,5 tour châu Âu khách Việt không nên bỏ lỡ dịp hè,"Tour Thổ Nhĩ Kỳ, Anh - Scotland, Pháp - Thụy Sĩ - Italy là tuyến châu Âu phù hợp với du khách Việt vì đều là các điểm du lịch nổi tiếng, có đường bay thẳng, đồ ăn ngon.",Other,2025-06-20T07:00:00+07:00,VnExpress,data/images/article_3311_image.png,clickbait,False,,False,
article_2313,https://thanhnien.vn/phu-thuy-cua-nhung-mon-do-tai-che-18525062019313798.htm,'Phù thủy' của những món đồ tái chế,"Đối với tôi, được biết và lắng nghe câu chuyện sống xanh của chị Nguyễn Thị Giang là một cái duyên, là điều may mắn và hạnh phúc, bởi chị đã truyền cảm hứng cho không chỉ bản thân tôi mà rất nhiều người khác về lối sống hạn chế rác thải, tái chế những gì có thể để bảo vệ môi trường của chúng ta.",Other,2025-06-21T07:55:00+07:00,Thanh Niên,data/images/article_2313_image.png,clickbait,False,,False,
article_3077,https://tuoitre.vn/bo-quoc-phong-cong-bo-chi-tiet-quy-hoach-mo-rong-quang-truong-ba-dinh-20250622175949158.htm,Bộ Quốc phòng công bố chi tiết quy hoạch mở rộng Quảng trường Ba Đình,Bộ Quốc phòng vừa công bố toàn văn hồ sơ công khai quy hoạch chi tiết khu vực dự án đầu tư mở rộng quảng trường Ba Đình.,Tin tức tổng hợp,2025-06-22T18:37:25+07:00,Tuổi Trẻ,data/images/article_3077_image.png,non-clickbait,False,,False,
article_3588,https://baomoi.com/san-bay-vinh-dong-cua-tu-1-7-de-nang-cap-c52574403.epi,Sân bay Vinh đóng cửa từ 1-7 để nâng cấp - Chuyên trang Sài Gòn Tiếp Thị,"Cảng hàng không Vinh sẽ ngừng hoạt động từ 1-7 đến hết 31-12-2025 nhằm triển khai thi công Gói thầu số 11 thuộc dự án sửa chữa đường cất hạ cánh và đường lăn, theo Báo điện tử Chính Phủ.",Other,2025-06-23T10:18:47.000Z,Báo Mới,data/images/article_3588_image.png,non-clickbait,False,,False,
article_1730,https://vnexpress.net/pogba-tai-xuat-san-co-4904873.html,Pogba tái xuất sân cỏ,PhápTiền vệ Paul Pogba đạt thỏa thuận thi đấu trở lại sau hai năm vắng bóng vì dương tính với chất cấm.,Thể thao,2025-06-23T08:27:00+07:00,VnExpress,data/images/article_1730_image.png,non-clickbait,False,,False,
article_0096,https://thanhnien.vn/chu-tich-nuoc-thang-cap-bac-ham-thuong-tuong-cho-3-thu-truong-bo-cong-an-185250614103705779.htm,Chủ tịch nước thăng cấp bậc hàm thượng tướng cho 3 thứ trưởng Bộ Công an,"Ba thứ trưởng Bộ Công an là các ông Lê Tấn Tới, Lê Văn Tuyến và Nguyễn Văn Long được Chủ tịch nước thăng cấp bậc hàm từ trung tướng lên thượng tướng.",Other,2025-06-14T11:16:00+07:00,Thanh Niên,data/images/article_0096_image.png,non-clickbait,False,,False,
article_3383,https://thanhnien.vn/xe-dien-vinfast-hut-khach-tham-quan-trien-lam-automechanika-2025-185250620131228582.htm,Xe điện VinFast hút khách tham quan Triển lãm Automechanika 2025,"Khu trưng bày xe điện VinFast với hàng loạt mẫu xe trở thành tâm điểm, hút khách tham quan tại Triển lãm Automechanika Ho Chi Minh City 2025 đang diễn ra tại TP.HCM.",Other,2025-06-20T20:04:00+07:00,Thanh Niên,data/images/article_3383_image.png,non-clickbait,False,,False,
article_2422,https://www.24h.com.vn/cong-nghe-thong-tin/dung-nhieu-chatgpt-khien-tri-nao-con-nguoi-tro-nen-ngoc-nghech-hon-c55a1674509.html,Dùng nhiều ChatGPT khiến trí não con người trở nên ngốc nghếch hơn?,"Nếu đang phụ thuộc vào ChatGPT để phục vụ công việc học tập, nghiên cứu mới khiến sinh viên phải suy nghĩ lại.",Công nghệ & Khoa học,2025-06-23T16:00:00+07:00,24h,data/images/article_2422_image.png,clickbait,False,,False,
article_2095,https://vietnamnet.vn/ba-khong-khi-an-rau-den-2413395.html,Ba không khi ăn rau dền,"Rau dền là loại cây dễ trồng, lớn nhanh như thổi, có thể nấu canh ngon ngọt, bổ dưỡng. Tuy nhiên, bạn nên lưu ý 3 điều để tránh các tác dụng phụ của loại rau này.",Sức khỏe & Đời sống,2025-06-21T06:00:00+07:00,VietNamNet,data/images/article_2095_image.png,clickbait,False,,False,
article_2711,https://baomoi.com/benh-vien-huu-nghi-viet-duc-va-benh-vien-mat-troi-ky-ket-hop-tac-chuyen-mon-c52574078.epi,Bệnh viện Hữu nghị Việt Đức và Bệnh viện Mặt Trời ký kết hợp tác chuyên môn,"Theo nội dung ký kết, Bệnh viện Hữu nghị Việt Đức sẽ hỗ trợ toàn diện cho Bệnh viện Mặt Trời trong các hoạt động chuyên môn.",Công nghệ & Khoa học,2025-06-23T09:50:00.000Z,Báo Mới,data/images/article_2711_image.png,non-clickbait,False,,False,
article_3082,https://tuoitre.vn/the-ocean-resort-quy-nhon-an-yen-giua-thien-nhien-20250611173508092.htm,The Ocean Resort Quy Nhon: An yên giữa thiên nhiên,"Có những kỳ nghỉ chỉ để tạm dừng, nhưng cũng có những nơi khiến ta thật sự muốn sống lâu hơn, sâu hơn.",Other,2025-06-12T08:00:00+07:00,Tuổi Trẻ,data/images/article_3082_image.png,non-clickbait,False,,False,
article_2749,https://baomoi.com/hai-phong-hai-duong-san-sang-ha-tang-dat-nen-mong-cho-chinh-quyen-so-toan-dien-c52572195.epi,"Hải Phòng – Hải Dương sẵn sàng hạ tầng, đặt nền móng cho chính quyền số toàn diện","Hợp nhất tỉnh Hải Dương và thành phố Hải Phòng là một sắp xếp địa giới hành chính, cuộc chuyển mình toàn diện về tổ chức bộ máy, phương thức quản trị và đặc biệt là hạ tầng số. Đến hiện tại, công tác chuẩn bị cho hợp nhất đang được triển khai khẩn trương, đồng bộ với trọng tâm là xây dựng và tích hợp các hệ thống ứng dụng dùng chung, nhằm bảo đảm hoạt động không gián đoạn, hiệu quả của chính quyền hai cấp mới sau ngày 1/7.",Other,2025-06-23T06:16:00.000Z,Báo Mới,data/images/article_2749_image.png,non-clickbait,False,,False,
article_2774,https://vnexpress.net/bi-mat-cua-thanh-an-han-quoc-4904483.html,Bí mật của 'thánh ăn' Hàn Quốc,"Park Jung-won, 28 tuổi, được gọi là ""thánh ăn Hàn Quốc"" với khả năng nạp lượng calo gấp 15 lần người bình thường nhưng nhiều năm nay vẫn giữ cân nặng 50 kg.",Other,2025-06-22T05:52:00+07:00,VnExpress,data/images/article_2774_image.png,clickbait,False,,False,
article_3572,https://www.24h.com.vn/o-to/land-rover-defender-phien-ban-nang-cap-lo-dien-c747a1669475.html,Land Rover Defender phiên bản nâng cấp lộ diện,Land Rover Defender phiên bản nâng cấp vừa được trình làng và có nhiều thay đổi.,Xe & Vận tải,2025-06-03T09:00:00+07:00,24h,data/images/article_3572_image.png,non-clickbait,False,,False,
article_0673,https://vietnamnet.vn/phuong-gom-phuong-moc-vi-tri-noi-bat-ben-dong-song-canh-quan-trung-tam-cat-ba-2414072.html,Phường Gốm - Phường Mộc: Vị trí nổi bật bên dòng sông cảnh quan trung tâm Cát Bà,"Bên dòng sông cảnh quan Huyền Vũ của Thành phố Vịnh trung tâm Xanh Island, hai phân khu Phường Gốm và Phường Mộc định hình chuẩn mực sống mới tại Cát Bà, kết nối hài hòa giữa bản sắc truyền thống và hơi thở hiện đại.",Kinh doanh & Kinh tế,2025-06-23T10:50:00+07:00,VietNamNet,data/images/article_0673_image.png,non-clickbait,False,,False,
article_2369,https://kenh14.vn/giai-tri-ban-dem-nam-thanh-nien-20-tuoi-nhoi-mau-co-tim-suyt-chet-215250622215030759.chn,"""Giải trí ban đêm"", nam thanh niên 20 tuổi nhồi máu cơ tim suýt chết","Sau ngày dài làm việc, học tập mệt mỏi, nhiều người trẻ coi việc này là giải trí, giảm stress. Thế nhưng, nó có thể gây nhồi máu cơ tim và nhiều vấn đề sức khỏe nghiêm trọng khác.",Sức khỏe & Đời sống,2025-06-23T07:01:00,Kênh14,data/images/article_2369_image.png,clickbait,False,,False,
article_2542,https://tuoitre.vn/toan-tinh-cua-fifa-20250623000122976.htm,Toan tính của FIFA,"Phải thi đấu vào giữa trưa, bị giới hạn số lượng đội mỗi quốc gia, đối diện sức ép lớn từ khán đài…, các đội bóng châu Âu phải đối mặt vô vàn khó khăn ở FIFA Club World Cup 2025.",Thể thao,2025-06-23T12:24:00+07:00,Tuổi Trẻ,data/images/article_2542_image.png,clickbait,False,,False,
article_1395,https://vnexpress.net/tuong-dot-quy-hoa-nhuoc-co-do-u-tuyen-uc-4904944.html,Tưởng đột quỵ hóa nhược cơ do u tuyến ức,"TP HCM: Chị Vân, 49 tuổi, đi lại khó khăn, sụp mi, run tay ba tháng nay tưởng đột quỵ, song bác sĩ chẩn đoán nhược cơ do u ở tuyến ức.",Other,2025-06-23T12:00:00+07:00,VnExpress,data/images/article_1395_image.png,non-clickbait,True,TP HCM,False,
article_2061,https://thanhnien.vn/4-trai-nghiem-nhat-dinh-phai-thu-neu-ban-chi-co-mot-ngay-o-brisbane-18525061911434567.htm,4 trải nghiệm nhất định phải thử nếu bạn chỉ có một ngày ở Brisbane,"Brisbane, thủ phủ của bang Queensland, là một trong những điểm đến không thể bỏ qua khi bạn muốn khám phá vẻ đẹp đa dạng của Australia. Với sự kết hợp hoàn hảo giữa thiên nhiên hoang sơ và nhịp sống sôi động của thành phố, Brisbane mang đến những trải nghiệm tuyệt vời cho bất kỳ ai đến thăm. Nếu bạn chỉ có một ngày ở Brisbane, đừng bỏ lỡ 4 hoạt động dưới đây để cảm nhận trọn vẹn nét quyến rũ của nơi này.",Du lịch & Ẩm thực,2025-06-19T11:50:00+07:00,Thanh Niên,data/images/article_2061_image.png,clickbait,False,,False,
article_1511,https://vietnamnet.vn/ngoai-truong-iran-chi-trich-my-chuan-bi-den-nga-tham-van-ong-putin-2413893.html,"Ngoại trưởng Iran chỉ trích Mỹ, chuẩn bị đến Nga tham vấn ông Putin","Ngoại trưởng Iran cáo buộc Mỹ ""vượt lằn ranh đỏ"" khi tấn công các cơ sở hạt nhân của Tehran. Ông chuẩn bị tới Nga vào ngày 23/6 để tham vấn Tổng thống Putin về vấn đề này.",Quốc tế,"Chủ Nhật, 22/06/2025 - 19:15",VietNamNet,data/images/article_1511_image.png,non-clickbait,False,,False,
article_1211,https://thanhnien.vn/dam-bao-cap-dien-on-dinh-cho-ky-thi-tot-nghiep-thpt-quoc-gia-185250623092831783.htm,Đảm bảo cấp điện ổn định cho kỳ thi tốt nghiệp THPT Quốc gia,"Tổng công ty Điện lực TP.HCM (EVNHCMC) vừa có văn bản chỉ đạo các đơn vị trực thuộc về việc đảm bảo cung cấp điện phục vụ kỳ thi tốt nghiệp THPT năm 2025 để phối hợp với Sở GD-ĐT TP.HCM trong việc cung cấp điện ổn định, an toàn phục vụ kỳ thi.",Sức khỏe & Đời sống,2025-06-23T11:00:00+07:00,Thanh Niên,data/images/article_1211_image.png,non-clickbait,False,,False,
